spare_cap_x_avg_vol,wl_max_residual,n_long_items
38374946.905456,-879.5833333,0
56005634.550225995,-572.9166667,0
56209330.550689995,-625.4166667,0
56221663.891444996,-694.1666667,0
24770050.929702003,-997.916667,0
33495079.913004,-988.7500003,0
4456303.733846,-1264.1666663,0
54196510.991067,-624.1666667,0
50235332.4,-762.0833333,0
29433069.644685004,-1075.833333,0
27731802.219273,-962.0833336999999,0
27541412.496710002,-1012.9166663000001,0
50232960.0,-628.3333333999999,0
50147577.5,-773.3333333,0
41428190.0,-900.4166663000001,0
40459151.914427996,-854.5833333,0
63281122.0,-632.9166667,0
52761821.229732,-785.4166666000001,0
29968234.218054,-937.9166667,0
42250057.816722,-833.75,0
41281649.25,-785.4166666000001,0
20947511.717674002,-995.0000003,0
18450963.143822,-1015.0000003,0
139497187.5,-72.91666670000001,0
71584002.29279199,-552.9166667,0
56071915.992078,-649.5833333,0
32049091.67049,-1019.1666663000001,0
45729489.460192,-651.6666667,0
43157545.821252,-878.75,0
50619430.4,-609.1666666000001,0
49750023.6,-781.6666667,0
36809591.913612,-952.0833333,0
43833591.9,-875.4166663000001,0
42058953.0,-710.0,0
38803968.0,-800.8333333999999,0
40253073.0,-873.3333333,0
62519254.875,-587.9166667,0
39724992.0,-768.3333333999999,0
13804252.731599001,-1315.0000003,0
8583821.9375,-1220.4166663,0
56179951.560732,-641.25,0
62789218.0,-635.0,0
24566188.736921,-1068.7500003,0
54962531.561312005,-496.66666669999995,0
45344197.821776,-684.1666667,0
32299242.389695,-961.666667,0
72201213.0,-100.0,0
30033027.38913,-1031.25,0
48336334.4,-774.1666666000001,0
59436485.5,-470.41666669999995,0
54560866.561422005,-628.3333333,0
41978939.659694,-789.5833333,0
41100894.176312,-926.25,0
36803379.661846,-897.9166667,0
20770238.46099,-1116.6666663,0
16007913.640413,-1154.5833333,0
135302400.0,0.0,0
25298528.920957997,-1065.0000003,0
32106345.995724,-976.25,0
50413006.4,-740.8333333,0
39049958.661212,-981.666667,0
36551.9375,-1404.1666663,0
2147367.999708,-1328.75,0
27026698.767684,-1030.4166663,0
37476003.39159,-847.9166667,0
