dim_l_occupancy_sum,fragile_vol_share,needle_frac,dim_m_tail_ratio
0.6333333333333333,0.0,0.0,1.382608695652174
6.0,0.0,0.06666666666666667,1.2142857142857142
1.9333333333333333,0.0,0.0,1.2545454545454546
6.466666666666667,0.0,0.06666666666666667,1.2142857142857142
6.566666666666666,0.0,0.06666666666666667,1.1333333333333333
5.733333333333333,0.0,0.0,1.4166666666666667
3.95,0.0,0.1111111111111111,1.075
5.1,0.0,0.0,1.4083333333333332
4.383333333333333,0.0,0.0,1.4166666666666667
4.4,0.0,0.09090909090909091,1.2307692307692308
4.65,0.0,0.08333333333333333,1.2518518518518518
4.4,0.0,0.0,1.2142857142857142
4.283333333333333,0.0,0.1,1.1500000000000001
4.683333333333334,0.0,0.0,1.2142857142857142
5.166666666666667,0.0,0.0,1.2142857142857142
3.5833333333333335,0.0,0.0,1.25
3.6833333333333336,0.0,0.0,1.1
4.833333333333333,0.0,0.0,1.4000000000000001
4.35,0.0,0.0,1.4083333333333332
4.65,0.0,0.0,1.2142857142857142
5.066666666666666,0.0,0.0,1.4000000000000001
4.35,0.0,0.0,1.096774193548387
5.066666666666666,0.0,0.08333333333333333,1.0625
3.9833333333333334,0.0,0.0,1.4333333333333333
4.783333333333333,0.0,0.0,1.0625
4.766666666666667,0.0,0.0,1.1333333333333333
3.85,0.0,0.125,1.08125
3.966666666666667,0.0,0.0,1.3076923076923077
4.35,0.0,0.0,1.2142857142857142
3.9833333333333334,0.0,0.1111111111111111,1.1466666666666667
5.933333333333334,0.0,0.07142857142857142,1.2142857142857142
4.683333333333334,0.0,0.0,1.2142857142857142
4.866666666666667,0.0,0.0,1.4083333333333332
4.233333333333333,0.0,0.0,1.3416666666666668
4.1000000000000005,0.0,0.0,1.0714285714285714
4.766666666666667,0.0,0.0,1.3333333333333333
7.1,0.0,0.058823529411764705,1.0625
5.85,0.0,0.0,1.2142857142857142
2.9833333333333334,0.0,0.0,1.1714285714285713
3.4,0.0,0.0,1.2142857142857142
3.9833333333333334,0.0,0.0,1.157142857142857
2.45,0.0,0.0,1.5454545454545454
5.716666666666667,0.0,0.0,1.3076923076923077
5.416666666666667,0.0,0.0,1.3076923076923077
6.283333333333333,0.0,0.0,1.4166666666666667
5.7,0.0,0.0,1.2142857142857142
4.116666666666667,0.0,0.0,1.3076923076923077
4.583333333333334,0.0,0.0,1.4333333333333333
