spare_x_count,near_limit_long_share,vol_cv
221420,0.0,0.5505443147402415
147940,0.0,0.5115484474232912
192776,0.0,0.35617833092243456
114243,0.0,0.4086582596713791
209200,0.0,0.3839299626881957
123816,0.0,0.673239379877596
173052,0.0,0.3706908252009944
229536,0.0,0.3894006860474657
213577,0.0,0.41573197636726367
200540,0.0,0.4899013637986231
230080,0.0,0.4324853979948205
118244,0.0,0.443163980243691
58548,0.0,0.6360479742224348
192910,0.0,0.4342643714517446
166356,0.0,0.6635655092548729
219420,0.0,0.4844075893625112
230692,0.0,0.43666686375595576
142848,0.0,0.6458587555977888
176694,0.0,0.3771484177652928
163539,0.0,0.7391199947753769
-34561,0.0,0.6522898454143746
220408,0.0,0.46568502981013404
192270,0.0,0.4218916698303634
185848,0.0,0.3832200077828454
206505,0.0,0.4070438110133996
219447,0.0,0.4184064096504271
190662,0.0,0.6518799379977952
213152,0.0,0.394185847956118
8128,0.0,0.6247724213672362
182938,0.0,0.4426965055270351
117760,0.0,0.6330931252647429
195399,0.0,0.4846364739576546
160874,0.0,0.4224639844560016
143192,0.0,0.5345131407003783
197770,0.0,0.38354510066968606
183126,0.0,0.3998338308701979
189576,0.0,0.46948184219784106
186996,0.0,0.46549571912764065
224812,0.0,0.42819775262761484
218799,0.0,0.440911933642832
206362,0.0,0.43458593891311514
191196,0.0,0.6012153241707475
139776,0.0,0.6690749585861547
146608,0.0,0.6953652684514812
215847,0.0,0.4348909692395716
197055,0.0,0.36915697719636975
207045,0.0,0.43492902239148706
163410,0.0,0.46524642011640416
118371,0.0,0.6492295775481907
23070,0.0,0.615476628929832
241191,0.0,0.4640869415620068
205260,0.0,0.48271298491359943
179130,0.0,0.4823742137921204
162918,0.0,0.3777492819357682
161210,0.0,0.4138343891351049
205200,0.0,0.3970331865899767
203150,0.0,0.6233359873232076
129100,0.0,0.5521092827923071
161447,0.0,0.7443289878320384
179744,0.0,0.3993271484752482
152073,0.0,0.6963720270296386
184646,0.0,0.4053190162575165
176638,0.0,0.6127132900199973
230436,0.0,0.41614740305215087
110684,0.0,0.6007868867105141
94556,0.0,0.5627309532125218
75150,0.0,0.41426457887696727
173404,0.0,0.41320735177447837
213894,0.0,0.5161381174454337
137640,0.0,0.7175109137872331
227744,0.0,0.4087723130331321
185746,0.0,0.46053257834546346
222640,0.0,0.38034076442978054
195420,0.0,0.4704979914922963
136763,0.0,0.6147244513460488
142590,0.0,0.6050774936866441
255096,0.0,0.38560775019219173
193536,0.0,0.41159667786772974
212184,0.0,0.4486883581210629
199752,0.0,0.5356469096318479
204768,0.0,0.4101668328749116
78045,0.0,0.6345635872037952
52688,0.0,0.5866589581144107
209646,0.0,0.5249756786786863
195872,0.0,0.6548440875280052
161445,0.0,0.4263135458933676
