spare_vol_per_item,bulky_item_share,dim_m_p90_to_vw
2688.0,0.0,0.664
18396.0,0.0,0.596
2129.0,0.1111111111111111,0.616
1201.909090909091,0.0,0.68
12096.0,0.0,0.6559999999999999
729.2142857142857,0.07142857142857142,0.6
1469.8181818181818,0.09090909090909091,0.68
1904.0,0.0,0.6559999999999999
20328.0,0.0,0.648
1669.7,0.0,0.68
12585.0,0.0,0.568
1252.1,0.0,0.684
2140.8,0.1,0.68
2151.5,0.1,0.68
862.5833333333334,0.08333333333333333,0.6759999999999999
1952.8,0.0,0.644
12461.333333333334,0.0,0.6559999999999999
2654.875,0.0,0.6359999999999999
420.53333333333336,0.0,0.68
395.64285714285717,0.07142857142857142,0.68
2520.8888888888887,0.0,0.68
1445.3,0.2,0.68
11060.0,0.0,0.688
626.0769230769231,0.07692307692307693,0.664
8104.75,0.0,0.6679999999999999
2540.285714285714,0.14285714285714285,0.696
2281.75,0.125,0.652
1329.3636363636363,0.09090909090909091,0.68
1107.0,0.07692307692307693,0.68
1474.9,0.0,0.644
2411.777777777778,0.1111111111111111,0.68
974.0769230769231,0.0,0.68
2511.75,0.0,0.6920000000000001
1716.0,0.0,0.684
4376.166666666667,0.0,0.7
3610.8571428571427,0.14285714285714285,0.68
29.764705882352942,0.0,0.68
1427.1818181818182,0.0,0.68
4356.666666666667,0.16666666666666666,0.64
534.7142857142857,0.0,0.68
3373.875,0.0,0.68
1187.9166666666667,0.08333333333333333,0.68
3269.4285714285716,0.14285714285714285,0.6559999999999999
1006.3333333333334,0.0,0.6759999999999999
990.9,0.0,0.684
943.7272727272727,0.0,0.64
1692.9,0.1,0.684
1172.6363636363637,0.0,0.68
1441.4545454545455,0.09090909090909091,0.64
1859.9,0.1,0.68
564.0833333333334,0.0,0.6759999999999999
1830.0,0.1,0.684
1214.5454545454545,0.0,0.68
1177.5454545454545,0.09090909090909091,0.68
853.6666666666666,0.08333333333333333,0.6759999999999999
1694.7272727272727,0.0,0.6
918.2727272727273,0.0,0.68
1218.7692307692307,0.0,0.68
-442.6470588235294,0.058823529411764705,0.68
1793.4,0.0,0.648
243.21428571428572,0.0,0.64
811.0833333333334,0.0,0.68
1857.0,0.0,0.688
8087.25,0.0,0.68
12239.0,0.0,0.68
6474.6,0.0,0.68
330.15384615384613,0.15384615384615385,0.672
2567.75,0.0,0.652
449.61538461538464,0.0,0.672
225.30769230769232,0.0,0.672
584.9090909090909,0.09090909090909091,0.68
1267.0,0.09090909090909091,0.6
1153.909090909091,0.0,0.68
2052.0,0.1111111111111111,0.616
1586.7272727272727,0.09090909090909091,0.6
898.2727272727273,0.09090909090909091,0.68
1657.2,0.0,0.612
997.6666666666666,0.16666666666666666,0.68
2121.777777777778,0.2222222222222222,0.648
1759.2222222222222,0.0,0.688
1437.3636363636363,0.0,0.64
1797.7777777777778,0.2222222222222222,0.648
1398.4,0.1,0.684
638.5833333333334,0.08333333333333333,0.68
2547.625,0.125,0.652
2934.1428571428573,0.14285714285714285,0.6559999999999999
629.0,0.07692307692307693,0.64
1355.9,0.1,0.644
1953.9,0.0,0.684
7774.75,0.25,0.628
315.1333333333333,0.13333333333333333,0.68
-301.8888888888889,0.1111111111111111,0.68
1204.0,0.09090909090909091,0.6
3107.25,0.0,0.64
294.0769230769231,0.07692307692307693,0.68
5152.6,0.2,0.664
622.7857142857143,0.0,0.68
174.3846153846154,0.07692307692307693,0.672
-194.6875,0.0625,0.66
945.0833333333334,0.08333333333333333,0.6759999999999999
1990.7777777777778,0.0,0.688
1048.0,0.1,0.648
1632.6,0.1,0.68
4747.5,0.0,0.64
2353.222222222222,0.1111111111111111,0.648
979.5,0.0,0.64
3193.875,0.0,0.64
240.76923076923077,0.07692307692307693,0.68
1397.0,0.0,0.684
1236.0833333333333,0.0,0.64
1407.7,0.0,0.684
-86.4,0.06666666666666667,0.68
3122.25,0.125,0.68
899.8333333333334,0.16666666666666666,0.636
1959.0,0.0,0.616
1770.111111111111,0.0,0.688
2192.222222222222,0.1111111111111111,0.616
484.35714285714283,0.07142857142857142,0.6680000000000001
813.8461538461538,0.07692307692307693,0.68
416.14285714285717,0.07142857142857142,0.6680000000000001
3338.5714285714284,0.14285714285714285,0.5920000000000001
544.6153846153846,0.07692307692307693,0.672
8494.5,0.0,0.672
6682.2,0.0,0.648
1277.5454545454545,0.0,0.68
20381.5,0.0,0.636
321.3333333333333,0.06666666666666667,0.68
6506.2,0.0,0.552
34.53333333333333,0.06666666666666667,0.68
-129.13333333333333,0.06666666666666667,0.68
469.7142857142857,0.07142857142857142,0.68
2049.4444444444443,0.0,0.688
901.0833333333334,0.08333333333333333,0.6759999999999999
1344.4545454545455,0.09090909090909091,0.68
1549.4545454545455,0.0,0.64
1086.0833333333333,0.08333333333333333,0.6759999999999999
1064.4545454545455,0.09090909090909091,0.68
1766.5,0.0,0.644
1090.090909090909,0.09090909090909091,0.68
715.9285714285714,0.07142857142857142,0.68
2184.0,0.0,0.6
2110.6666666666665,0.1111111111111111,0.616
684.5384615384615,0.07692307692307693,0.672
1064.0,0.08333333333333333,0.6759999999999999
1108.8181818181818,0.09090909090909091,0.68
676.3076923076923,0.07692307692307693,0.672
1334.2,0.1,0.68
850.1666666666666,0.08333333333333333,0.68
2117.3333333333335,0.0,0.688
884.5454545454545,0.09090909090909091,0.68
729.0833333333334,0.16666666666666666,0.68
2003.25,0.125,0.6920000000000001
1596.7,0.1,0.68
