q90_l_to_L,spare_cap_x_n_wide,height_tail_share
0.5333333333333333,18846,0.0
0.5333333333333333,49329,0.0
0.5333333333333333,0,0.0
0.5333333333333333,34632,0.0
0.51,37590,0.0
0.5333333333333333,-990,0.0
0.5333333333333333,-4470,0.0
0.54,0,0.0
0.44,28005,0.0
0.5083333333333333,1436,0.0
0.54,27032,0.0
0.5333333333333333,-21832,0.0
0.5333333333333333,9490,0.0
0.52,0,0.0
0.5333333333333333,6116,0.0
0.5333333333333333,0,0.0
0.5333333333333333,30222,0.0
0.5333333333333333,12997,0.0
