two_dim_large_share,spare_x_p90long,cube_item_share
0.21428571428571427,2954.133333333333,0.14285714285714285
0.1111111111111111,12175.893333333335,0.2222222222222222
0.1,7057.881666666666,0.3
0.0,17032.399999999998,0.0
0.07692307692307693,4340.8,0.3076923076923077
0.0,15182.898333333334,0.0
0.42857142857142855,9720.826666666666,0.0
0.375,9918.006666666666,0.0
0.09090909090909091,7798.933333333333,0.2727272727272727
0.0,6811.740000000001,0.38461538461538464
0.3,8136.531666666666,0.0
0.1111111111111111,10274.173333333334,0.4444444444444444
0.07692307692307693,6753.599999999999,0.23076923076923078
0.25,10917.74,0.0
0.1,9152.0,0.0
0.16666666666666666,14441.35,0.16666666666666666
0.14285714285714285,12553.74666666667,0.42857142857142855
0.11764705882352941,269.8666666666667,0.17647058823529413
0.18181818181818182,8372.8,0.2727272727272727
0.16666666666666666,13505.666666666668,0.0
0.14285714285714285,3992.5333333333333,0.21428571428571427
0.125,14665.11,0.375
0.08333333333333333,7602.666666666667,0.3333333333333333
0.14285714285714285,11519.286666666669,0.14285714285714285
0.16666666666666666,6440.533333333333,0.16666666666666666
0.3,5466.465,0.0
0.2727272727272727,5709.55,0.0
0.1,9028.8,0.3
0.09090909090909091,6879.466666666666,0.09090909090909091
0.09090909090909091,8456.533333333333,0.2727272727272727
0.1,9950.465,0.4
0.16666666666666666,3711.6683333333335,0.0
0.0,8387.5,0.4
0.09090909090909091,7125.333333333333,0.09090909090909091
0.09090909090909091,6908.266666666666,0.18181818181818182
0.16666666666666666,5463.466666666666,0.16666666666666666
0.09090909090909091,9942.4,0.36363636363636365
0.18181818181818182,5387.2,0.0
0.0,7605.120000000001,0.23076923076923078
0.17647058823529413,-4063.4999999999995,0.17647058823529413
0.1,9564.8,0.1
0.14285714285714285,1816.0,0.07142857142857142
0.16666666666666666,5190.933333333333,0.08333333333333333
0.2222222222222222,9025.019999999999,0.1111111111111111
0.25,17037.140000000003,0.25
0.3333333333333333,18970.45,0.3333333333333333
0.2,17913.06,0.2
0.15384615384615385,2289.0666666666666,0.23076923076923078
0.25,11161.153333333334,0.0
0.15384615384615385,3117.3333333333335,0.07692307692307693
0.23076923076923078,1601.1866666666665,0.0
0.2727272727272727,3431.4666666666667,0.0
0.09090909090909091,7433.066666666667,0.2727272727272727
0.09090909090909091,6769.599999999999,0.09090909090909091
0.1111111111111111,9911.160000000002,0.3333333333333333
0.09090909090909091,9308.8,0.45454545454545453
0.18181818181818182,5269.866666666667,0.18181818181818182
0.1,8866.02,0.2
0.08333333333333333,6325.206666666668,0.3333333333333333
0.1111111111111111,8911.466666666667,0.4444444444444444
0.2222222222222222,8549.82,0.1111111111111111
0.09090909090909091,8432.533333333333,0.18181818181818182
0.2222222222222222,8683.266666666668,0.3333333333333333
0.2,7504.746666666668,0.3
0.16666666666666666,4201.878333333333,0.25
0.125,10156.531666666666,0.25
0.14285714285714285,10543.353333333333,0.0
0.07692307692307693,4061.243333333334,0.15384615384615385
0.1,6824.696666666666,0.0
0.1,10485.930000000002,0.3
0.25,15808.658333333333,0.25
0.06666666666666667,2426.5266666666666,0.3333333333333333
0.1111111111111111,-2898.133333333333,0.2777777777777778
0.09090909090909091,7063.466666666666,0.2727272727272727
0.0,12138.99,0.125
0.23076923076923078,2089.9066666666668,0.23076923076923078
0.2,13225.006666666666,0.0
0.14285714285714285,4650.133333333333,0.21428571428571427
0.15384615384615385,1209.0666666666666,0.0
0.125,-1661.3333333333333,0.125
0.16666666666666666,6048.533333333333,0.16666666666666666
0.1111111111111111,9675.179999999998,0.1111111111111111
0.2,5589.333333333333,0.0
0.1,8707.2,0.1
0.16666666666666666,15192.0,0.16666666666666666
0.1111111111111111,10448.306666666667,0.3333333333333333
0.08333333333333333,6229.62,0.16666666666666666
0.0,12477.405,0.125
0.23076923076923078,1711.0666666666666,0.23076923076923078
0.2,7497.2333333333345,0.0
0.0,7169.283333333334,0.16666666666666666
0.2,7554.656666666668,0.1
0.13333333333333333,-691.2,0.06666666666666667
0.0,11864.55,0.375
0.16666666666666666,5758.933333333333,0.4166666666666667
0.2222222222222222,9755.82,0.1111111111111111
0.3333333333333333,8815.153333333334,0.1111111111111111
0.0,9601.933333333332,0.3333333333333333
0.14285714285714285,3616.5333333333333,0.2857142857142857
0.07692307692307693,5642.666666666667,0.3076923076923077
0.07142857142857142,3048.94,0.21428571428571427
0.14285714285714285,11996.599999999999,0.2857142857142857
0.15384615384615385,3728.8000000000006,0.23076923076923078
0.0,17102.260000000002,0.25
0.0,16705.5,0.2
0.09090909090909091,7494.933333333333,0.09090909090909091
0.0,12908.283333333333,0.5
0.06666666666666667,2474.2666666666664,0.2
0.0,16048.626666666667,0.2
0.2,281.44666666666666,0.2
0.2,-1033.0666666666666,0.13333333333333333
0.07142857142857142,3441.44,0.21428571428571427
0.2222222222222222,9960.3,0.1111111111111111
0.08333333333333333,5730.89,0.16666666666666666
0.09090909090909091,7887.466666666666,0.2727272727272727
0.09090909090909091,9090.133333333333,0.18181818181818182
0.08333333333333333,6864.046666666667,0.25
0.09090909090909091,6244.8,0.2727272727272727
0.2,9480.216666666667,0.1
0.18181818181818182,6395.2,0.18181818181818182
0.0,4694.1050000000005,0.35714285714285715
0.1111111111111111,10548.720000000001,0.2222222222222222
0.2222222222222222,10194.52,0.3333333333333333
0.07692307692307693,4241.856666666667,0.3076923076923077
0.08333333333333333,6703.200000000001,0.3333333333333333
0.18181818181818182,6505.066666666667,0.18181818181818182
0.07692307692307693,4601.1466666666665,0.23076923076923078
0.2,7115.733333333334,0.1
0.08333333333333333,5390.056666666667,0.08333333333333333
0.2222222222222222,10290.239999999998,0.2222222222222222
0.09090909090909091,5189.333333333333,0.09090909090909091
0.08333333333333333,4622.388333333334,0.25
0.375,8707.46,0.0
0.2,8568.956666666667,0.3
0.08333333333333333,6060.2,0.4166666666666667
0.2222222222222222,10320.479999999998,0.1111111111111111
0.14285714285714285,2375.11,0.21428571428571427
0.18181818181818182,6235.900000000001,0.2727272727272727
0.08333333333333333,5441.799999999999,0.25
0.1,7629.023333333333,0.2
0.09090909090909091,8315.2,0.36363636363636365
0.18181818181818182,6035.733333333334,0.18181818181818182
0.11764705882352941,-1232.0,0.17647058823529413
0.14285714285714285,2490.6666666666665,0.21428571428571427
0.14285714285714285,11170.47666666667,0.14285714285714285
0.0,9506.291666666666,0.4
